make,model,series,series_year,price,enginesize,fuelsystem,tankcapacity,power,seats,standardtransmission,bodyType,drive,wheelbase
MERCEDES-BENZ,CLK230,KOMP ELEGANCE,2000,111580,2.3L,SUPERCHARGED MPFI,62L,142Kw,4,5A,2D CABRIOLET,RWD,2690mm
MERCEDES-BENZ,CLK230,KOMP ELEGANCE,2000,111580,2.3L,SUPERCHARGED MPFI,62L,142Kw,4,5A,2D CABRIOLET,RWD,2690mm
MERCEDES-BENZ,CLK230,KOMP ELEGANCE,2000,111580,2.3L,SUPERCHARGED MPFI,62L,142Kw,4,5A,2D CABRIOLET,RWD,2690mm
MERCEDES-BENZ,CLK230,KOMP ELEGANCE,2000,111580,2.3L,SUPERCHARGED MPFI,62L,142Kw,4,5A,2D CABRIOLET,RWD,2690mm
MERCEDES-BENZ,CLK230,KOMP ELEGANCE,2000,111580,2.3L,SUPERCHARGED MPFI,62L,142Kw,4,5A,2D CABRIOLET,RWD,2690mm
MERCEDES-BENZ,CLK230,KOMP ELEGANCE,2000,111580,2.3L,SUPERCHARGED MPFI,62L,142Kw,4,5A,2D CABRIOLET,RWD,2690mm
MERCEDES-BENZ,CLK230,KOMP ELEGANCE,2000,111580,2.3L,SUPERCHARGED MPFI,62L,142Kw,4,5A,2D CABRIOLET,RWD,2690mm
MERCEDES-BENZ,A190,W168 AVANTGARDE,2000,41230,1.9L,MULTI POINT F/INJ,54L,92Kw,5,5MSeq,5D HATCHBACK,FWD,2423mm
MERCEDES-BENZ,A190,W168 AVANTGARDE,2000,41230,1.9L,MULTI POINT F/INJ,54L,92Kw,5,5MSeq,5D HATCHBACK,FWD,2423mm
MERCEDES-BENZ,ML,W163 500 LUXURY 4x4,2001,98500,5.0L,MULTI POINT F/INJ,83L,215Kw,5,5ATS,4D WAGON,4WD,2820mm
MERCEDES-BENZ,ML,W163 500 LUXURY 4x4,2001,98500,5.0L,MULTI POINT F/INJ,83L,215Kw,5,5ATS,4D WAGON,4WD,2820mm
MERCEDES-BENZ,E500,211 AVANTGARDE,2002,153900,5.0L,MULTI POINT F/INJ,89L,225Kw,5,5ATSh,4D SEDAN,RWD,2854mm
MERCEDES-BENZ,E500,211 AVANTGARDE,2002,153900,5.0L,MULTI POINT F/INJ,89L,225Kw,5,5ATSh,4D SEDAN,RWD,2854mm
MERCEDES-BENZ,SLK,R171 200K,2004,86900,1.8L,SUPERCHARGED MPFI,70L,93Kw,5,5M,4D SEDAN,FWD,2610mm
MERCEDES-BENZ,SLK,R171 200K,2004,86900,1.8L,SUPERCHARGED MPFI,70L,93Kw,5,4A,4D SEDAN,FWD,2610mm
MERCEDES-BENZ,SLK,R171 200K,2004,86900,1.8L,SUPERCHARGED MPFI,70L,92Kw,5,5MSeq,5D HATCHBACK,FWD,2423mm
MERCEDES-BENZ,SLK,R171 200K,2004,86900,1.8L,SUPERCHARGED MPFI,70L,NULL,NULL,NULL,NULL,NULL,NULL
MERCEDES-BENZ,ML,W163 270 CDI 4x4,2002,69474,2.7L,TURBO CDI,83L,85Kw,5,4A,4D SEDAN,RWD,2700mm
MERCEDES-BENZ,ML,W163 270 CDI 4x4,2002,69474,2.7L,TURBO CDI,83L,125Kw,5,5AS,4D SEDAN,RWD,2725mm
MERCEDES-BENZ,ML,W163 270 CDI 4x4,2002,69474,2.7L,TURBO CDI,83L,125Kw,5,4A,4D SEDAN,FWD,2703mm
MERCEDES-BENZ,ML,W163 270 CDI 4x4,2002,69474,2.7L,TURBO CDI,83L,129Kw,5,5A,4D SEDAN,FWD,2675mm
MERCEDES-BENZ,ML,W163 270 CDI 4x4,2002,69474,2.7L,TURBO CDI,83L,113Kw,4,5M,2D CONVERTIBLE,FWD,2605mm
MERCEDES-BENZ,ML,W163 270 CDI 4x4,2002,69474,2.7L,TURBO CDI,83L,NULL,NULL,NULL,NULL,NULL,NULL
MERCEDES-BENZ,ML,W163 320 LUXURY 4x4,2002,77274,3.2L,MULTI POINT F/INJ,83L,103Kw,5,5M,4D SEDAN,RWD,2700mm
MERCEDES-BENZ,ML,W163 320 LUXURY 4x4,2002,77274,3.2L,MULTI POINT F/INJ,83L,104Kw,5,5M,5D HATCHBACK,FWD,2616mm
MERCEDES-BENZ,ML,W163 320 LUXURY 4x4,2002,77274,3.2L,MULTI POINT F/INJ,83L,76Kw,5,5M,5D HATCHBACK,FWD,2500mm
MERCEDES-BENZ,ML,W163 320 LUXURY 4x4,2002,77274,3.2L,MULTI POINT F/INJ,83L,78Kw,5,5M,5D HATCHBACK,FWD,2605mm
MERCEDES-BENZ,ML,W163 320 LUXURY 4x4,2002,77274,3.2L,MULTI POINT F/INJ,83L,70Kw,5,4A,2D HARDTOP,RWD,2615mm
MERCEDES-BENZ,ML,W163 320 LUXURY 4x4,2002,77274,3.2L,MULTI POINT F/INJ,83L,108Kw,5,4A,4D SEDAN,FWD,2672mm
MERCEDES-BENZ,ML,W163 320 LUXURY 4x4,2002,77274,3.2L,MULTI POINT F/INJ,83L,NULL,NULL,NULL,NULL,NULL,NULL
MERCEDES-BENZ,C180,W203 KOMPRESSOR AVANTGARDE,2002,61400,1.8L,SUPERCHARGED MPFI,70L,83Kw,5,5M,2D SEDAN,RWD,2570mm
MERCEDES-BENZ,C180,W203 KOMPRESSOR AVANTGARDE,2002,61400,1.8L,SUPERCHARGED MPFI,70L,67Kw,5,5M,5D HATCHBACK,FWD,2442mm
MERCEDES-BENZ,C180,W203 KOMPRESSOR AVANTGARDE,2002,61400,1.8L,SUPERCHARGED MPFI,70L,112Kw,5,5M,4D SEDAN,FWD,2669mm
MERCEDES-BENZ,C180,W203 KOMPRESSOR AVANTGARDE,2002,61400,1.8L,SUPERCHARGED MPFI,70L,NULL,NULL,NULL,NULL,NULL,NULL
MERCEDES-BENZ,ML,320 LUXURY 4x4,2000,72900,3.2L,MULTI POINT F/INJ,70L,NULL,NULL,NULL,NULL,NULL,NULL
MERCEDES-BENZ,ML,320 LUXURY 4x4,2000,72900,3.2L,MULTI POINT F/INJ,70L,141Kw,5,5M,4D SEDAN,RWD,2761mm
MERCEDES-BENZ,SLK230,KOMPRESSOR,2000,95380,2.3L,SUPERCHARGED MPFI,53L,NULL,NULL,NULL,NULL,NULL,NULL
MERCEDES-BENZ,ML,W163 500 LUXURY 4x4,2004,99900,5.0L,MULTI POINT F/INJ,83L,100Kw,5,6M,4D WAGON,FWD,2708mm
MERCEDES-BENZ,ML,W163 500 LUXURY 4x4,2004,99900,5.0L,MULTI POINT F/INJ,83L,55Kw,5,5M,3D HATCHBACK,FWD,2460mm
MERCEDES-BENZ,ML,W163 500 LUXURY 4x4,2004,99900,5.0L,MULTI POINT F/INJ,83L,55Kw,5,5M,5D HATCHBACK,FWD,2400mm
MERCEDES-BENZ,ML,W163 500 LUXURY 4x4,2004,99900,5.0L,MULTI POINT F/INJ,83L,NULL,NULL,NULL,NULL,NULL,NULL
MERCEDES-BENZ,300,TE,1991,124500,3.0L,ELECTRONIC F/INJ,70L,NULL,NULL,NULL,NULL,NULL,NULL
MERCEDES-BENZ,300,TE,1991,124500,3.0L,ELECTRONIC F/INJ,70L,317Kw,5,5A,4D SEDAN,RWD,3050mm
MERCEDES-BENZ,C200,W202 ELEGANCE,2000,64580,2.0L,MULTI POINT F/INJ,62L,NULL,NULL,NULL,NULL,NULL,NULL
MERCEDES-BENZ,280,W126 SE,1982,55979,2.7L,ELECTRONIC F/INJ,90L,NULL,NULL,NULL,NULL,NULL,NULL
MERCEDES-BENZ,ML,320 LUXURY 4x4,1999,73400,3.2L,MULTI POINT F/INJ,70L,NULL,NULL,NULL,NULL,NULL,NULL
MERCEDES-BENZ,ML,W163 270 CDI LUXURY 4x4,2003,77274,2.7L,TURBO CDI,83L,NULL,NULL,NULL,NULL,NULL,NULL
MERCEDES-BENZ,E280,W210 ELEGANCE,1999,112400,2.8L,MULTI POINT F/INJ,80L,NULL,NULL,NULL,NULL,NULL,NULL
MERCEDES-BENZ,VITO,115CDI COMPACT CREW CAB,2005,48380,2.1L,DIESEL TURBO F/INJ,75L,154Kw,7,5AG,4D WAGON,AWD,2857mm
MERCEDES-BENZ,VITO,115CDI COMPACT CREW CAB,2005,48380,2.1L,DIESEL TURBO F/INJ,75L,147Kw,5,5M,4D SEDAN,FWD,2550mm
MERCEDES-BENZ,180,E LIMITED EDITION,1993,47115,1.8L,ELECTRONIC F/INJ,55L,147Kw,5,6M,5D HATCHBACK,FWD,2578mm
MERCEDES-BENZ,180,E LIMITED EDITION,1993,47115,1.8L,ELECTRONIC F/INJ,55L,74Kw,5,5M,5D HATCHBACK,FWD,2511mm
MERCEDES-BENZ,A160,AVANTGARDE,1999,41400,1.6L,MULTI POINT F/INJ,54L,NULL,NULL,NULL,NULL,NULL,NULL
MERCEDES-BENZ,ML,270 CDI 4x4,2001,64900,2.7L,TURBO CDI,70L,NULL,NULL,NULL,NULL,NULL,NULL
MERCEDES-BENZ,A170,W169 ELEGANCE,2006,42400,1.7L,MULTI POINT F/INJ,54L,104Kw,5,5M,5D HATCHBACK,FWD,2605mm
MERCEDES-BENZ,A170,W169 ELEGANCE,2006,42400,1.7L,MULTI POINT F/INJ,54L,NULL,NULL,NULL,NULL,NULL,NULL
MERCEDES-BENZ,300,W124 E,1986,79296,3.0L,ELECTRONIC F/INJ,70L,103Kw,5,4A,5D WAGON,FWD,2550mm
MERCEDES-BENZ,300,W124 E,1986,79296,3.0L,ELECTRONIC F/INJ,70L,103Kw,5,4A,4D SEDAN,FWD,2550mm
MERCEDES-BENZ,230,W124 E,1988,87100,2.3L,ELECTRONIC F/INJ,70L,110Kw,5,5A,4D WAGON,FWD,2675mm
MERCEDES-BENZ,230,W124 E,1988,87100,2.3L,ELECTRONIC F/INJ,70L,97Kw,5,4A,4D SEDAN,RWD,2800mm
MERCEDES-BENZ,230,W124 E,1988,87100,2.3L,ELECTRONIC F/INJ,70L,350Kw,5,5ATSh,4D SEDAN,RWD,2854mm
MERCEDES-BENZ,230,W124 E,1988,87100,2.3L,ELECTRONIC F/INJ,70L,NULL,NULL,NULL,NULL,NULL,NULL
MERCEDES-BENZ,180,E LIMITED EDITION,1992,45690,1.8L,ELECTRONIC F/INJ,55L,70Kw,5,5M,4D SEDAN,RWD,2615mm
MERCEDES-BENZ,180,E LIMITED EDITION,1992,45690,1.8L,ELECTRONIC F/INJ,55L,128Kw,7,6ATip,4D VAN,FWD,3000mm
MERCEDES-BENZ,180,E LIMITED EDITION,1992,45690,1.8L,ELECTRONIC F/INJ,55L,147Kw,5,6ADSG,4D SEDAN,FWD,2578mm
MERCEDES-BENZ,180,E LIMITED EDITION,1992,45690,1.8L,ELECTRONIC F/INJ,55L,200Kw,5,4AG,4D SEDAN,RWD,2791mm
MERCEDES-BENZ,180,E LIMITED EDITION,1992,45690,1.8L,ELECTRONIC F/INJ,55L,125Kw,5,4A,5D WAGON,FWD,2665mm
MERCEDES-BENZ,180,E LIMITED EDITION,1992,45690,1.8L,ELECTRONIC F/INJ,55L,NULL,NULL,NULL,NULL,NULL,NULL
MERCEDES-BENZ,E55,211 MY06 UPGRADE AMG,2006,225600,5.4L,SUPERCHARGED MPFI,80L,93Kw,5,4A,4D SEDAN,FWD,2610mm
MERCEDES-BENZ,E55,211 MY06 UPGRADE AMG,2006,225600,5.4L,SUPERCHARGED MPFI,80L,NULL,NULL,NULL,NULL,NULL,NULL
MERCEDES-BENZ,380,SEL,1982,68795,3.8L,ELECTRONIC F/INJ,90L,92Kw,5,5M,5D HATCHBACK,FWD,2605mm
MERCEDES-BENZ,380,SEL,1982,68795,3.8L,ELECTRONIC F/INJ,90L,78Kw,5,5M,5D HATCHBACK,FWD,2605mm
MERCEDES-BENZ,380,SEL,1982,68795,3.8L,ELECTRONIC F/INJ,90L,120Kw,5,5ATS,4D WAGON,4WD,2820mm
MERCEDES-BENZ,380,SEL,1982,68795,3.8L,ELECTRONIC F/INJ,90L,160Kw,5,5ATS,4D WAGON,4WD,2820mm
MERCEDES-BENZ,380,SEL,1982,68795,3.8L,ELECTRONIC F/INJ,90L,105Kw,5,5ATS,4D SEDAN,RWD,2715mm
MERCEDES-BENZ,380,SEL,1982,68795,3.8L,ELECTRONIC F/INJ,90L,NULL,NULL,NULL,NULL,NULL,NULL
MERCEDES-BENZ,A190,W168 LWB ELEGANCE,2004,42900,1.9L,MULTI POINT F/INJ,54L,142Kw,5,5A,4D SEDAN,RWD,2700mm
MERCEDES-BENZ,A190,W168 LWB ELEGANCE,2004,42900,1.9L,MULTI POINT F/INJ,54L,NULL,NULL,NULL,NULL,NULL,NULL
MERCEDES-BENZ,180,E LIMITED EDITION,1994,47115,1.8L,ELECTRONIC F/INJ,55L,85Kw,5,4A,4D SEDAN,RWD,2700mm
MERCEDES-BENZ,180,E LIMITED EDITION,1994,47115,1.8L,ELECTRONIC F/INJ,55L,145Kw,5,4A,4D SEDAN,RWD,3075mm
MERCEDES-BENZ,180,E LIMITED EDITION,1994,47115,1.8L,ELECTRONIC F/INJ,55L,82Kw,5,4A,4D SEDAN,RWD,2665mm
MERCEDES-BENZ,180,E LIMITED EDITION,1994,47115,1.8L,ELECTRONIC F/INJ,55L,NULL,NULL,NULL,NULL,NULL,NULL
MERCEDES-BENZ,A190,W168 AVANTGARDE,2001,41230,1.9L,MULTI POINT F/INJ,54L,NULL,NULL,NULL,NULL,NULL,NULL
MERCEDES-BENZ,CLK230,KOMP ELEGANCE,2000,111580,2.3L,SUPERCHARGED MPFI,62L,155Kw,5,4A,4D SEDAN,RWD,2945mm
MERCEDES-BENZ,CLK230,KOMP ELEGANCE,2000,111580,2.3L,SUPERCHARGED MPFI,62L,100Kw,5,6M,4D WAGON,FWD,2708mm
MERCEDES-BENZ,CLK230,KOMP ELEGANCE,2000,111580,2.3L,SUPERCHARGED MPFI,62L,NULL,NULL,NULL,NULL,NULL,NULL
MERCEDES-BENZ,CLK230,KOMP ELEGANCE,2000,111580,2.3L,SUPERCHARGED MPFI,62L,93Kw,5,4A,5D HATCHBACK,FWD,2610mm
MERCEDES-BENZ,CLK230,KOMP ELEGANCE,2000,111580,2.3L,SUPERCHARGED MPFI,62L,85Kw,5,4A,4D SEDAN,FWD,2610mm
MERCEDES-BENZ,CLK230,KOMP ELEGANCE,2000,111580,2.3L,SUPERCHARGED MPFI,62L,125Kw,5,4A,4D HATCHBACK,FWD,2672mm
MERCEDES-BENZ,CLK230,KOMP ELEGANCE,2000,111580,2.3L,SUPERCHARGED MPFI,62L,147Kw,5,6ADSG,4D SEDAN,FWD,2578mm
MERCEDES-BENZ,CLK230,KOMP ELEGANCE,2000,111580,2.3L,SUPERCHARGED MPFI,62L,NULL,NULL,NULL,NULL,NULL,NULL
MERCEDES-BENZ,A190,W168 AVANTGARDE,2000,41230,1.9L,MULTI POINT F/INJ,54L,NULL,NULL,NULL,NULL,NULL,NULL
MERCEDES-BENZ,A190,W168 AVANTGARDE,2000,41230,1.9L,MULTI POINT F/INJ,54L,NULL,NULL,NULL,NULL,NULL,NULL
MERCEDES-BENZ,ML,W163 500 LUXURY 4x4,2001,98500,5.0L,MULTI POINT F/INJ,83L,100Kw,5,6M,5D HATCHBACK,FWD,2608mm
MERCEDES-BENZ,ML,W163 500 LUXURY 4x4,2001,98500,5.0L,MULTI POINT F/INJ,83L,NULL,NULL,NULL,NULL,NULL,NULL
MERCEDES-BENZ,E500,211 AVANTGARDE,2002,153900,5.0L,MULTI POINT F/INJ,89L,92Kw,5,5M,5D HATCHBACK,FWD,2500mm
MERCEDES-BENZ,E500,211 AVANTGARDE,2002,153900,5.0L,MULTI POINT F/INJ,89L,NULL,NULL,NULL,NULL,NULL,NULL
MITSUBISHI,380,DB,2005,35990,3.8L,MULTI POINT F/INJ,67L,175Kw,5,5ASPM,4D SEDAN,FWD,2750mm
MITSUBISHI,380,DB,2005,35990,3.8L,MULTI POINT F/INJ,67L,175Kw,5,5ASPM,4D SEDAN,FWD,2750mm
MITSUBISHI,380,DB,2005,35990,3.8L,MULTI POINT F/INJ,67L,175Kw,5,5ASPM,4D SEDAN,FWD,2750mm
MITSUBISHI,380,DB,2005,35990,3.8L,MULTI POINT F/INJ,67L,175Kw,5,5ASPM,4D SEDAN,FWD,2750mm
MITSUBISHI,380,DB,2005,35990,3.8L,MULTI POINT F/INJ,67L,175Kw,5,5ASPM,4D SEDAN,FWD,2750mm
MITSUBISHI,380,DB,2005,35990,3.8L,MULTI POINT F/INJ,67L,175Kw,5,5ASPM,4D SEDAN,FWD,2750mm
MITSUBISHI,380,DB,2005,35990,3.8L,MULTI POINT F/INJ,67L,175Kw,5,5ASPM,4D SEDAN,FWD,2750mm
MITSUBISHI,380,DB,2005,35990,3.8L,MULTI POINT F/INJ,67L,175Kw,5,5ASPM,4D SEDAN,FWD,2750mm
MITSUBISHI,380,DB,2005,35990,3.8L,MULTI POINT F/INJ,67L,175Kw,5,5ASPM,4D SEDAN,FWD,2750mm
MITSUBISHI,380,DB,2005,35990,3.8L,MULTI POINT F/INJ,67L,175Kw,5,5ASPM,4D SEDAN,FWD,2750mm
MITSUBISHI,380,DB,2005,35990,3.8L,MULTI POINT F/INJ,67L,175Kw,5,5ASPM,4D SEDAN,FWD,2750mm
MITSUBISHI,380,DB,2005,35990,3.8L,MULTI POINT F/INJ,67L,175Kw,5,5ASPM,4D SEDAN,FWD,2750mm
MITSUBISHI,380,DB,2005,35990,3.8L,MULTI POINT F/INJ,67L,83Kw,5,4A4x4,4D WAGON,4WD,2540mm
MITSUBISHI,380,DB,2005,35990,3.8L,MULTI POINT F/INJ,67L,85Kw,5,4A,4D SEDAN,RWD,2700mm
MITSUBISHI,380,DB,2005,35990,3.8L,MULTI POINT F/INJ,67L,150Kw,5,6A,4D WAGON,4WD,2820mm
MITSUBISHI,380,DB,2005,35990,3.8L,MULTI POINT F/INJ,67L,87Kw,5,5M,4D SEDAN,RWD,2725mm
MITSUBISHI,380,DB,2005,35990,3.8L,MULTI POINT F/INJ,67L,147Kw,4,5M,2D COUPE,RWD,2525mm
MITSUBISHI,380,DB,2005,35990,3.8L,MULTI POINT F/INJ,67L,100Kw,5,6M,4D WAGON,FWD,2708mm
MITSUBISHI,380,DB,2005,35990,3.8L,MULTI POINT F/INJ,67L,99Kw,4,5M,2D COUPE,FWD,2455mm
MITSUBISHI,380,DB,2005,35990,3.8L,MULTI POINT F/INJ,67L,92Kw,5,4A,3D HATCHBACK,FWD,2512mm
MITSUBISHI,380,DB,2005,35990,3.8L,MULTI POINT F/INJ,67L,110Kw,5,5M,5D HATCHBACK,FWD,2512mm
MITSUBISHI,380,DB,2005,35990,3.8L,MULTI POINT F/INJ,67L,55Kw,5,5M,3D HATCHBACK,FWD,2460mm
MITSUBISHI,380,DB,2005,35990,3.8L,MULTI POINT F/INJ,67L,74Kw,5,4A,5D HATCHBACK,FWD,2511mm
MITSUBISHI,380,DB,2005,35990,3.8L,MULTI POINT F/INJ,67L,NULL,NULL,NULL,NULL,NULL,NULL
NISSAN,200,S15 SX SPEC S GT,2002,42990,2.0L,TURBO MPFI,65L,147Kw,4,6M,2D COUPE,RWD,2525mm
NISSAN,200,SX SPORTS LIMITED,1994,38500,2.0L,TURBO MPFI,65L,147Kw,4,5M,2D COUPE,RWD,2525mm
NISSAN,200,SX SPORTS LIMITED,1994,38500,2.0L,TURBO MPFI,65L,147Kw,4,5M,2D COUPE,RWD,2525mm
NISSAN,200,SX SPORTS LIMITED,1994,38500,2.0L,TURBO MPFI,65L,147Kw,4,5M,2D COUPE,RWD,2525mm
NISSAN,200,SX SPORTS,1996,44510,2.0L,TURBO MPFI,65L,147Kw,4,5M,2D COUPE,RWD,2525mm
NISSAN,200,SX SPORTS,1996,44510,2.0L,TURBO MPFI,65L,147Kw,4,5M,2D COUPE,RWD,2525mm
NISSAN,200,SX SPORTS,1996,44510,2.0L,TURBO MPFI,65L,147Kw,4,5M,2D COUPE,RWD,2525mm
NISSAN,200,S15 SX SPEC S,2002,40990,2.0L,TURBO MPFI,65L,147Kw,4,6M,2D COUPE,RWD,2525mm
NISSAN,200,S15 SX SPEC S,2002,40990,2.0L,TURBO MPFI,65L,147Kw,4,6M,2D COUPE,RWD,2525mm
NISSAN,200,S15 SX SPEC R GT,2002,46490,2.0L,TURBO MPFI,65L,147Kw,4,6M,2D COUPE,RWD,2525mm
NISSAN,200,SX SPORTS LIMITED,1998,39990,2.0L,TURBO MPFI,65L,147Kw,4,5M,2D COUPE,RWD,2525mm
NISSAN,200,SX SPORTS LIMITED,1998,39990,2.0L,TURBO MPFI,65L,147Kw,4,5M,2D COUPE,RWD,2525mm
NISSAN,200,SX SPORTS LIMITED,1998,39990,2.0L,TURBO MPFI,65L,147Kw,4,5M,2D COUPE,RWD,2525mm
NISSAN,200,SX SPORTS LIMITED,1998,39990,2.0L,TURBO MPFI,65L,147Kw,4,5M,2D COUPE,RWD,2525mm
NISSAN,200,SX SPORTS LIMITED,1998,39990,2.0L,TURBO MPFI,65L,147Kw,4,5M,2D COUPE,RWD,2525mm
NISSAN,200,SX SPORTS LIMITED,1998,39990,2.0L,TURBO MPFI,65L,147Kw,4,5M,2D COUPE,RWD,2525mm
NISSAN,200,S15 SX SPEC S,2001,40990,2.0L,TURBO MPFI,65L,147Kw,4,6M,2D COUPE,RWD,2525mm
NISSAN,200,S15 SX SPEC S,2001,40990,2.0L,TURBO MPFI,65L,147Kw,4,6M,2D COUPE,RWD,2525mm
NISSAN,200,S15 SX SPEC S,2001,40990,2.0L,TURBO MPFI,65L,147Kw,4,6M,2D COUPE,RWD,2525mm
NISSAN,200,SX LUXURY,1998,49995,2.0L,TURBO MPFI,65L,147Kw,4,5M,2D COUPE,RWD,2525mm
NISSAN,200,SX LUXURY,1998,49995,2.0L,TURBO MPFI,65L,147Kw,4,5M,2D COUPE,RWD,2525mm
NISSAN,200,SX LUXURY,1998,49995,2.0L,TURBO MPFI,65L,147Kw,4,5M,2D COUPE,RWD,2525mm
NISSAN,200,SX LUXURY,1998,49995,2.0L,TURBO MPFI,65L,147Kw,4,5M,2D COUPE,RWD,2525mm
NISSAN,200,SX LUXURY,1998,49995,2.0L,TURBO MPFI,65L,147Kw,4,5M,2D COUPE,RWD,2525mm
NISSAN,200,S15 SX SPEC S GT,2002,42990,2.0L,TURBO MPFI,65L,NULL,NULL,NULL,NULL,NULL,NULL
NISSAN,200,SX SPORTS LIMITED,1994,38500,2.0L,TURBO MPFI,65L,155Kw,5,4A,4D SEDAN,RWD,2833mm
NISSAN,200,SX SPORTS LIMITED,1994,38500,2.0L,TURBO MPFI,65L,128Kw,7,4A,4D WAGON,FWD,2787mm
NISSAN,200,SX SPORTS LIMITED,1994,38500,2.0L,TURBO MPFI,65L,NULL,NULL,NULL,NULL,NULL,NULL
NISSAN,200,SX SPORTS,1996,44510,2.0L,TURBO MPFI,65L,170Kw,5,5AS,4D WAGON,4WD,2820mm
NISSAN,200,SX SPORTS,1996,44510,2.0L,TURBO MPFI,65L,95Kw,5,5M,4D SEDAN,RWD,2570mm
NISSAN,200,SX SPORTS,1996,44510,2.0L,TURBO MPFI,65L,NULL,NULL,NULL,NULL,NULL,NULL
NISSAN,200,S15 SX SPEC S,2002,40990,2.0L,TURBO MPFI,65L,142Kw,5,5A,4D SEDAN,RWD,2700mm
NISSAN,200,S15 SX SPEC S,2002,40990,2.0L,TURBO MPFI,65L,142Kw,5,5AS,4D SEDAN,RWD,2830mm
NISSAN,200,S15 SX SPEC R GT,2002,46490,2.0L,TURBO MPFI,65L,NULL,NULL,NULL,NULL,NULL,NULL
NISSAN,200,SX SPORTS LIMITED,1998,39990,2.0L,TURBO MPFI,65L,160Kw,2,5ASeq,2D CONVERTIBLE,RWD,2400mm
NISSAN,200,SX SPORTS LIMITED,1998,39990,2.0L,TURBO MPFI,65L,116Kw,7,4A,4D WAGON,FWD,2878mm
NISSAN,200,SX SPORTS LIMITED,1998,39990,2.0L,TURBO MPFI,65L,128Kw,7,4A,4D WAGON,FWD,3030mm
NISSAN,200,SX SPORTS LIMITED,1998,39990,2.0L,TURBO MPFI,65L,78Kw,5,5M,5D HATCHBACK,FWD,2605mm
NISSAN,200,SX SPORTS LIMITED,1998,39990,2.0L,TURBO MPFI,65L,104Kw,5,5M,5D HATCHBACK,FWD,2605mm
NISSAN,200,SX SPORTS LIMITED,1998,39990,2.0L,TURBO MPFI,65L,NULL,NULL,NULL,NULL,NULL,NULL
NISSAN,200,S15 SX SPEC S,2001,40990,2.0L,TURBO MPFI,65L,67Kw,5,5M,5D HATCHBACK,FWD,2442mm
NISSAN,200,S15 SX SPEC S,2001,40990,2.0L,TURBO MPFI,65L,113Kw,4,5M,2D CONVERTIBLE,FWD,2605mm
NISSAN,200,S15 SX SPEC S,2001,40990,2.0L,TURBO MPFI,65L,70Kw,5,4A,2D HARDTOP,RWD,2615mm
NISSAN,200,SX LUXURY,1998,49995,2.0L,TURBO MPFI,65L,113Kw,4,5M,2D CONVERTIBLE,FWD,2605mm
NISSAN,200,SX LUXURY,1998,49995,2.0L,TURBO MPFI,65L,77Kw,2,5M,VAN,FWD,2682mm
NISSAN,200,SX LUXURY,1998,49995,2.0L,TURBO MPFI,65L,154Kw,5,5AG,4D WAGON,AWD,2761mm
NISSAN,200,SX LUXURY,1998,49995,2.0L,TURBO MPFI,65L,98Kw,5,4A,4D SEDAN,FWD,2686mm
NISSAN,200,SX LUXURY,1998,49995,2.0L,TURBO MPFI,65L,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,110Kw,5,6AS,4D SEDAN,RWD,2760mm
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,77Kw,5,6ADSG,5D HATCHBACK,FWD,2578mm
